K1 Pt                          K2 Pt                           Phi Pt                         Delta Pt
1.7340348424e-01               2.0533084904e-01               2.8651264295e-01               9.2221690334e-02
3.0308948230e-01               1.4855127665e-01               4.0369058085e-01               4.7950178096e-02
2.0344663005e-01               1.4375515326e-01               2.4015192859e-01               1.0704985472e-01
4.1128605793e-01               2.2489391789e-01               6.2195899036e-01               1.4220985462e-02
1.6189514175e-01               2.3592092412e-02               1.4416874376e-01               4.1318490396e-02
1.5123137598e-01               3.3501673408e-01               4.6644720957e-01               1.9800900493e-02
1.7734349713e-01               4.0687280897e-01               5.7646369222e-01               7.7526138818e-03
2.7792347400e-01               2.9167622308e-01               5.3802818856e-01               3.1571508513e-02
3.0515091784e-01               3.5155359700e-01               6.4365002501e-01               1.3054489829e-02
3.7451882784e-01               3.4263488355e-01               6.9458609779e-01               2.2567613597e-02
3.0921125707e-01               2.2988941709e-01               5.0834688596e-01               3.0753788196e-02
2.5038475027e-01               1.6843596046e-01               3.6001947334e-01               5.8801237394e-02
2.9408089359e-01               4.1537078677e-01               6.7784949104e-01               3.1602189315e-02
1.9596498987e-01               4.1782648195e-01               5.9172756877e-01               2.2063903052e-02
2.3156040147e-01               2.5403447213e-01               4.5269285602e-01               3.2902017572e-02
1.4076066768e-01               6.9420226028e-02               1.9666021649e-01               1.3520677212e-02
2.2754351371e-01               1.9689670475e-01               4.1233890148e-01               1.2101316979e-02
1.8096989204e-01               3.4743746017e-01               5.0718824047e-01               2.1219111737e-02
4.0225609794e-01               3.6731909871e-01               7.5528476492e-01               1.4290431728e-02
1.1631687348e-01               1.3866282676e-01               4.5727363271e-02               2.0925233697e-01
6.5188404587e-02               5.2764273468e-02               3.9985659059e-02               7.7967018996e-02
5.8166615795e-01               3.0696535295e-01               8.7529054523e-01               1.3340965672e-02
1.2590188948e-01               1.8232672421e-01               3.0188879918e-01               6.3398145053e-03
1.4040635341e-01               2.9292793594e-01               4.1367068147e-01               1.9663607881e-02
4.2271856199e-01               3.8889770723e-01               8.0150629506e-01               1.0109974162e-02
2.6699570286e-01               4.2005560520e-01               6.7988612117e-01               7.1651868910e-03
2.7899985626e-01               5.3507731891e-01               8.0037144379e-01               1.3705731372e-02
5.7433533045e-01               5.7698687978e-01               1.1222898359e+00               2.9032374363e-02
8.9130612441e-02               2.0863556120e-01               1.9169069404e-01               1.0607547960e-01
1.2848511694e-01               1.6941631610e-01               1.9068086063e-01               1.0722057242e-01
7.1629100046e-01               5.5218291835e-01               1.2466633287e+00               2.1810590161e-02
9.9883670869e-02               4.2810955908e-02               1.3562548146e-01               7.0691453207e-03
3.2000059447e-01               1.3481285555e-01               4.1272362345e-01               4.2089826569e-02
5.5809518720e-02               1.1384560463e-01               6.2901301038e-02               1.0675382231e-01
2.6348380615e-01               5.4448526293e-02               2.9878542460e-01               1.9146907843e-02
2.4725385307e-01               1.2671836687e-01               2.9946534304e-01               7.4506876892e-02
7.1999650455e-01               5.6825659644e-01               1.2694694595e+00               1.8783641500e-02
7.2058760194e-01               4.7720884403e-01               1.1811706182e+00               1.6625827782e-02
2.6232905477e-01               4.1485498642e-01               6.3943836959e-01               3.7745671599e-02
2.3915096837e-01               3.4537070616e-02               2.6189509815e-01               1.1792940835e-02
2.0255280342e-01               4.9477956237e-02               1.5451563333e-01               9.7515126330e-02
2.8483095003e-01               3.4544542734e-02               3.0509777444e-01               1.4277718329e-02
2.8864544674e-01               1.3517944306e-01               3.9540904573e-01               2.8415844066e-02
5.4721948759e-01               6.5865919009e-01               1.1892435578e+00               1.6635119841e-02
3.3397771274e-01               1.3347396582e-01               4.4194430500e-01               2.5507373559e-02
2.9476102461e-01               7.6317510373e-02               3.3735741498e-01               3.3721120007e-02
5.6983041316e-01               7.6690221049e-01               1.3188736008e+00               1.7859022875e-02
5.2432689951e-01               2.7912827668e-01               7.8567733601e-01               1.7777840183e-02
3.5771558976e-01               5.1476224419e-01               8.6190763480e-01               1.0570199149e-02
1.5314642348e-01               5.5045915934e-02               2.0533283439e-01               2.8595050234e-03
3.4832682206e-01               1.9562573685e-01               5.2510188092e-01               1.8850677991e-02
2.0982211988e-01               2.6652266428e-02               2.0015632428e-01               3.6318062029e-02
6.8857357147e-01               6.8130116146e-01               1.3475593372e+00               2.2315395700e-02
8.4282811078e-01               7.5801347941e-01               1.5815944212e+00               1.9247168989e-02
1.1450413477e-01               7.7473198255e-02               7.5363764639e-02               1.1661356839e-01
2.7993528342e-01               4.3981145824e-01               6.9293270759e-01               2.6814034068e-02
7.7916277264e-01               8.8193625071e-01               1.6438225086e+00               1.7276514764e-02
6.8694461330e-02               1.1148353176e-01               1.7740155999e-01               2.7764331038e-03
5.3091141255e-02               2.0167570540e-01               2.3130166945e-01               2.3465177210e-02
2.7284854166e-01               4.0536376204e-01               6.5755159390e-01               2.0660709802e-02
1.9989802690e-01               1.7291029421e-01               2.7227137282e-01               1.0053694829e-01
2.0353543472e-01               2.3902401545e-01               4.3726273907e-01               5.2967110994e-03
2.7698066451e-01               2.4472661584e-01               4.8990917716e-01               3.1798103194e-02
3.3034979968e-01               5.0074121367e-01               8.0854496238e-01               2.2546050966e-02
1.0968404818e-01               7.0841192610e-02               5.3313206172e-02               1.2721203462e-01
1.9048837395e-01               3.5035278131e-01               5.2281133255e-01               1.8029822709e-02
3.6004512446e-01               3.4721286894e-01               6.9401724310e-01               1.3240750301e-02
2.6361211436e-01               2.9531665876e-01               5.4571008670e-01               1.3218686424e-02
4.1954355054e-01               3.9183808792e-01               7.9671431921e-01               1.4667319242e-02
4.2014328794e-01               2.8340376186e-01               6.9553619713e-01               8.0108526639e-03
9.3081355683e-02               1.2692678460e-01               3.7658128329e-02               1.8235001196e-01
1.0268250584e-01               1.3032286207e-01               1.6262112071e-01               7.0384247201e-02
1.2085900304e-01               8.1068303553e-02               1.5335832177e-01               4.8568984819e-02
4.8171919673e-01               7.0564493920e-01               1.1701263391e+00               1.7237796842e-02
3.9440627581e-01               4.1094797136e-01               7.9139653427e-01               1.3957712889e-02
2.0904324366e-01               6.9097716801e-02               2.0277476451e-01               7.5366195951e-02
2.9338576365e-01               2.8102623247e-01               5.4199938524e-01               3.2412610878e-02
4.9917842436e-01               2.4146769171e-01               7.3054971475e-01               1.0096401321e-02
1.1784227683e-01               1.4074016418e-01               3.5452339624e-02               2.2313010138e-01
9.1759070222e-02               1.3977358126e-01               8.1170430283e-02               1.5036222119e-01
5.9531125597e-01               5.0581486085e-01               1.0882904953e+00               1.2835621508e-02
1.8566422877e-01               1.3601139191e-01               3.0400822560e-01               1.7667395081e-02
8.5665711179e-02               8.9529546937e-02               1.7008006900e-02               1.5818725122e-01
3.1874456439e-01               4.7866944553e-01               7.7140519053e-01               2.6008819401e-02
5.4173066404e-01               2.9481896939e-01               8.1911115065e-01               1.7438482790e-02
9.6276988278e-02               8.1175965894e-02               8.0732000679e-02               9.6720953493e-02
7.9640882994e-02               2.1598610227e-01               2.8907082379e-01               6.5561614679e-03
7.0311092883e-01               7.5109803467e-01               1.4316021107e+00               2.2606852811e-02
2.5583227531e-01               1.4370506407e-01               3.2343573300e-01               7.6101606381e-02
2.9016442055e-01               1.8571144264e-01               4.5854328563e-01               1.7332577560e-02
5.1350484429e-01               3.8523606063e-01               8.8218304878e-01               1.6557856136e-02
2.3212047886e-01               2.5973593382e-01               4.7248087921e-01               1.9375533476e-02
4.9849718404e-01               2.1633560121e-01               7.0597945938e-01               8.8533258626e-03
1.3051806213e-01               2.8254755798e-02               1.1100195432e-01               4.7770863606e-02
2.1117739276e-01               1.8812202353e-01               3.9460409165e-01               4.6953246419e-03
1.1451436657e-01               1.1476053229e-01               2.8364253733e-03               2.2643847349e-01
8.6449264780e-02               1.3346038862e-01               6.8533895723e-02               1.5137575768e-01
4.7919197238e-01               3.9109038301e-01               8.4812550222e-01               2.2156853177e-02
5.7530526099e-01               6.3214873698e-01               1.1838490205e+00               2.3604977495e-02
1.1763829595e-01               3.2975416727e-01               4.3018468621e-01               1.7207777009e-02
7.1687346111e-01               6.8554995309e-01               1.3795033928e+00               2.2920021359e-02
4.8311385853e-01               4.5120487067e-01               9.1120975413e-01               2.3108975062e-02
8.2015209071e-01               7.3563768431e-01               1.5355107210e+00               2.0279054016e-02
1.2710150339e-01               1.3642343212e-01               1.8228610528e-01               8.1238830236e-02
4.5482439199e-01               5.0815577040e-01               9.2989159988e-01               3.3088562503e-02
7.8093794952e-01               9.1666829696e-01               1.6794021221e+00               1.8204124399e-02
5.7569895725e-01               4.3301596637e-01               9.8924723908e-01               1.9467684539e-02
8.5232383142e-02               1.2039071498e-01               5.3133989730e-02               1.5248910839e-01
2.0530756114e-01               2.7332575184e-01               4.5393634348e-01               2.4696969505e-02
4.2374393517e-01               2.1033243210e-01               6.2057589716e-01               1.3500470106e-02
9.5539881641e-02               1.6394197944e-01               8.2967475673e-02               1.7651438541e-01
4.8654699274e-01               5.5580775147e-01               1.0115503625e+00               3.0804381750e-02
1.4294680786e-01               1.1072118629e-01               4.5841059896e-02               2.0782693424e-01
6.1029184803e-01               7.4041363409e-01               1.3321986509e+00               1.8506831175e-02
7.2417716534e-02               1.7735046773e-01               1.5855445128e-01               9.1213732988e-02
1.3570692413e-01               3.6612258118e-01               4.7950060353e-01               2.2328901778e-02
6.3585395015e-01               4.7440212919e-01               1.0919647839e+00               1.8291295402e-02
1.7481784513e-01               3.7553873785e-01               5.2600342643e-01               2.4353156551e-02
3.3207089675e-01               2.7973241451e-01               5.9209160684e-01               1.9711704426e-02
5.3085913311e-01               3.0473182583e-01               8.2309042975e-01               1.2500529180e-02
3.9252532876e-01               5.9525889837e-01               9.6612417323e-01               2.1660053898e-02
5.9573490289e-01               6.3275117373e-01               1.2150826864e+00               1.3403390196e-02
3.9097836935e-01               5.2194090647e-01               8.9144195735e-01               2.1477318471e-02
1.2821119390e-01               7.9818557925e-02               1.1878308467e-01               8.9246667162e-02
2.6401476858e-01               5.0090241097e-02               2.7423829361e-01               3.9866716073e-02
1.1928107125e-01               1.2505155235e-01               5.9099188216e-03               2.3842270478e-01
5.8920134173e-02               2.7783235495e-01               3.0684597204e-01               2.9906517080e-02
1.0313633398e-01               9.1269530283e-02               1.3686065348e-02               1.8071979892e-01
1.7800509820e-01               8.9544293444e-02               2.6143823946e-01               6.1111521760e-03
4.1261210855e-02               1.0918102665e-01               7.1130417866e-02               7.9311819640e-02
6.0669783614e-01               3.5836159907e-01               9.4731552411e-01               1.7743911090e-02
6.5470005296e-02               1.3392782248e-01               1.7189323243e-01               2.7504595342e-02
8.5852308554e-02               2.7666644762e-01               3.2866218787e-01               3.3856568309e-02
1.1658957781e-01               8.3048881176e-02               1.9442556931e-01               5.2128896761e-03
4.2778724961e-01               1.8232975898e-01               6.0199113879e-01               8.1258697984e-03
4.7463929909e-02               9.7099579874e-02               1.3015349141e-01               1.4410018372e-02
1.2960625813e-01               2.0690559018e-01               2.8399919624e-01               5.2512652063e-02
3.9152591961e-01               4.4545612960e-01               8.2523005697e-01               1.1751992245e-02
8.7410861138e-02               2.6196762688e-01               3.3557593992e-01               1.3802548098e-02
1.1713991245e-01               1.1559983194e-01               1.0699054243e-01               1.2574920196e-01
5.2255485685e-01               6.2496466427e-01               1.1331629932e+00               1.4356527955e-02
3.8601287582e-01               3.0919411083e-01               6.8573790876e-01               9.4690778925e-03
5.8557457775e-02               9.8090985105e-02               4.4604790545e-02               1.1204365234e-01
5.1450397028e-01               2.9069602815e-01               7.8746946725e-01               1.7730531179e-02
5.8929320146e-01               3.7736205327e-01               9.4499514719e-01               2.1660107539e-02
9.3254772643e-02               1.5119504481e-01               1.6834693321e-01               7.6102884242e-02
1.6830753275e-01               2.2510676026e-01               3.0704474454e-01               8.6369548477e-02
3.2527877310e-01               2.0011865436e-01               5.1356752206e-01               1.1829905413e-02
1.1809162468e-01               7.1188335750e-02               5.4261258624e-02               1.3501870180e-01
1.3565093206e-01               1.5877731452e-01               2.5072159460e-01               4.3706651977e-02
3.7261643091e-01               3.2895125932e-01               6.6992490555e-01               3.1642784671e-02
3.9800741546e-01               5.1565245954e-01               8.9796436572e-01               1.5695509281e-02
1.1692794610e-01               7.9346058863e-02               1.8715310906e-01               9.1208959038e-03
2.1514842105e-01               6.6267931872e-02               2.1164465630e-01               6.9771696616e-02
2.2131315198e-01               1.8689420362e-01               3.4784449998e-01               6.0362855626e-02
2.5490997072e-01               2.5003337906e-01               4.3621679777e-01               6.8726552010e-02
3.0086243339e-01               1.2474199511e-01               4.0177736923e-01               2.3827059271e-02
3.5967997532e-01               3.2528512926e-01               6.3547802283e-01               4.9487081747e-02
3.1023406715e-01               2.0407450862e-01               5.0342341485e-01               1.0885160919e-02
5.4894962126e-01               4.6286282812e-01               9.9931305641e-01               1.2499392972e-02
4.6446863727e-01               3.3686046854e-01               7.6538679530e-01               3.5942310507e-02
1.1340364927e-01               9.9098505883e-02               8.1960384196e-02               1.3054177095e-01
6.9402045545e-01               8.3870985127e-01               1.5152056568e+00               1.7524649886e-02
6.7641736426e-02               1.2062686282e-01               5.3658765633e-02               1.3460983361e-01
2.6756604951e-01               3.1726270478e-01               5.4030317707e-01               4.4525577213e-02
3.9860670738e-01               4.2308751655e-01               8.1147750007e-01               1.0216723857e-02
2.1846743575e-01               9.3166148947e-02               2.8950254904e-01               2.2131035654e-02
1.9949949454e-01               1.5268613558e-01               2.6374636473e-01               8.8439265386e-02
1.0447385386e-01               1.6769446226e-01               1.2087244909e-01               1.5129586703e-01
9.1745951217e-02               1.1349350574e-01               3.9488722301e-02               1.6575073465e-01
1.1983916329e-01               1.3382830634e-01               1.4113321495e-02               2.3955414814e-01
4.7931623676e-01               4.7567506681e-01               9.3142314055e-01               2.3568163030e-02
3.9039510128e-01               5.1147368584e-01               8.7262722507e-01               2.9241562053e-02
2.0951098535e-01               1.5972741017e-01               3.4187389278e-01               2.7364502743e-02
2.2948008880e-01               8.7014351842e-02               2.7697395605e-01               3.9520484597e-02
4.2793876566e-01               5.6204194066e-01               9.6067362728e-01               2.9307079050e-02
2.8675849995e-01               4.9404213060e-02               3.2997420756e-01               6.1885054465e-03
5.6621439528e-02               2.2234293911e-01               2.2804793323e-01               5.0916445413e-02
7.8196005120e-01               5.6732421982e-01               1.3307338001e+00               1.8550470954e-02
2.5567850178e-01               2.3582001326e-01               4.6120175083e-01               3.0296764214e-02
1.8300465854e-01               2.9373650341e-01               4.4938385676e-01               2.7357305192e-02
6.2724983452e-01               8.7029651746e-01               1.4817184975e+00               1.5827854501e-02
1.0807297326e-01               1.0905094647e-01               1.1463107184e-03               2.1597760901e-01
1.6020217635e-01               1.9656093237e-01               3.4743839877e-01               9.3247099569e-03
1.8542497910e-01               7.6182601875e-02               2.5352554180e-01               8.0820391825e-03
6.1426268385e-01               6.2023574583e-01               1.2081927482e+00               2.6305681472e-02
1.4120005371e-01               3.1452627842e-01               4.4253146276e-01               1.3194869371e-02
2.4645184899e-01               6.1059775237e-02               2.9069536590e-01               1.6816258328e-02
6.4706262148e-01               6.3686192716e-01               1.2672629469e+00               1.6661601727e-02
1.1111417823e-01               2.9792621053e-01               4.0305109344e-01               5.9892953154e-03
6.6181817356e-02               1.2635144395e-01               1.6942633572e-01               2.3106925585e-02
2.7976534527e-01               4.1851763649e-01               6.8983831981e-01               8.4446619518e-03
5.3197297236e-01               3.3747224316e-01               8.5598707540e-01               1.3458140129e-02
5.1240652110e-01               2.4683393926e-01               7.4596302714e-01               1.3277433228e-02
1.4909844100e-01               1.7606166220e-01               2.7811491747e-01               4.7045185719e-02
1.6152667945e-01               2.3236049688e-01               3.0706078453e-01               8.6826391796e-02
3.8711954547e-01               4.2507110365e-01               7.8356042168e-01               2.8630227435e-02
2.4079806469e-01               2.3787478969e-01               4.4854400779e-01               3.0128846589e-02
2.7563888433e-02               2.2735652234e-01               2.1247538658e-01               4.2445024195e-02
7.2372520467e-01               6.4397243424e-01               1.3450520272e+00               2.2645611721e-02
4.3465590413e-01               2.1389984952e-01               6.2406868069e-01               2.4487072965e-02
1.4904984109e-01               9.4503871068e-02               2.3766814462e-01               5.8855675400e-03
4.4861944305e-01               5.0624870923e-01               9.2374966631e-01               3.1118485974e-02
6.1861308611e-01               4.1358357182e-01               1.0106203521e+00               2.1576305870e-02
7.5823040894e-01               5.0094663158e-01               1.2435556721e+00               1.5621368470e-02
1.5708046871e-01               3.9058804282e-01               5.3366317321e-01               1.4005338316e-02
2.4800516083e-01               1.2267622725e-02               2.3585188801e-01               2.4420895546e-02
1.1208167234e-01               1.0079577163e-01               1.4048454713e-01               7.2392896837e-02
1.1134637377e-01               8.1744707200e-02               5.9145189607e-02               1.3394589136e-01
3.2199087821e-01               2.2267235542e-01               5.1287179455e-01               3.1791439079e-02
3.4730734677e-01               6.5000972065e-01               9.8737076663e-01               9.9463007882e-03
5.1208887865e-01               3.4397372850e-01               8.2678984660e-01               2.9272760547e-02
5.0853220081e-01               5.0300539151e-01               9.8694196930e-01               2.4595623017e-02
1.2058455723e-01               9.4226512960e-02               1.0378262447e-01               1.1102844572e-01
1.9333903388e-01               4.0119528648e-01               5.7240010144e-01               2.2134218914e-02
4.1844728911e-01               4.2812573491e-01               8.1475001258e-01               3.1823011444e-02
1.2470797584e-01               1.1378689626e-01               2.2576111418e-02               2.1591876068e-01
1.5971412078e-01               4.0108459603e-01               5.4146584115e-01               1.9332875660e-02
1.9243072524e-01               1.7058416325e-01               3.5653321647e-01               6.4816720087e-03
3.3211411095e-01               7.4968012237e-02               3.9614578384e-01               1.0936339340e-02
3.2224794805e-02               1.0999820769e-01               7.7775900964e-02               6.4447101530e-02
3.6264819225e-01               2.3476092092e-01               5.6031399506e-01               3.7095118105e-02
6.8416793409e-01               7.1781522504e-01               1.3824833443e+00               1.9499814859e-02
1.9565493196e-01               1.1281318384e-01               2.9751717266e-01               1.0950943139e-02
3.8257489980e-01               3.7245953920e-01               7.4738753558e-01               7.6469034156e-03
1.4342095406e-01               8.8038978024e-02               1.3064578912e-01               1.0081414297e-01
1.3838497158e-01               1.1759470064e-01               1.2127823167e-01               1.3470144054e-01
4.4282343396e-01               4.9134755361e-01               9.0105795940e-01               3.3113028166e-02
2.9922264749e-01               1.5614644212e-01               4.3321518134e-01               2.2153908269e-02
1.9771052287e-01               5.8002972983e-02               1.4551580689e-01               1.1019768897e-01
1.7548990472e-01               2.8868969600e-01               4.0543363277e-01               5.8745967940e-02
2.2547922489e-01               1.5629204361e-01               2.9067993542e-01               9.1091333078e-02
9.7285488684e-02               9.2025318574e-02               1.7168509983e-01               1.7625707433e-02
1.4114692303e-01               3.5418541026e-01               4.8912514307e-01               6.2071902138e-03
2.5434854391e-02               2.0499302331e-01               1.9111584125e-01               3.9312036454e-02
2.1550161408e-01               3.1358590465e-02               1.8838339313e-01               5.8476811414e-02
4.7022018533e-01               3.5902903325e-01               7.9306630951e-01               3.6182909073e-02
3.5941998874e-01               3.1188964851e-01               6.2156354316e-01               4.9746094091e-02
9.3894727432e-02               2.4985274614e-01               2.7318270037e-01               7.0564773203e-02
5.0538247888e-01               2.4764884883e-01               7.4029055739e-01               1.2740770316e-02
1.3986369028e-01               1.0521032562e-01               3.8503578261e-02               2.0657043764e-01
5.7597095594e-01               4.0842992960e-01               9.5835945582e-01               2.6041429714e-02
2.6338868821e-01               3.8770793810e-01               6.0709157836e-01               4.4005047950e-02
4.6927261339e-02               9.0812856036e-02               4.4464201051e-02               9.3275916323e-02
4.0763665154e-01               4.0338483237e-01               7.9578018538e-01               1.5241298530e-02
1.1802640201e-01               1.4036051451e-01               2.4907966186e-01               9.3072546603e-03
4.5195583127e-01               2.4913602563e-01               6.8612061599e-01               1.4971240904e-02
5.6221160972e-01               4.1097712992e-01               9.4490867427e-01               2.8280065371e-02
2.4494454721e-01               2.0616799349e-01               3.8749254312e-01               6.3619997590e-02
1.2923219637e-01               1.3108296400e-01               4.2138516565e-02               2.1817664381e-01
2.1577865333e-01               1.1743541347e-01               2.8842629869e-01               4.4787768108e-02
5.2258377448e-01               5.8851915094e-01               1.0828867350e+00               2.8216190385e-02
1.3435944223e-01               2.2664621430e-01               3.5661084279e-01               4.3948137449e-03
6.3715740463e-02               6.3062529536e-02               8.4726285994e-02               4.2051984005e-02
2.7658827294e-01               1.9556582856e-01               4.2318067781e-01               4.8973423686e-02
2.9978075008e-01               2.5111844947e-01               4.9053751026e-01               6.0361689291e-02
6.4945572979e-01               5.6133264880e-01               1.1943424894e+00               1.6445889154e-02
4.9708821907e-01               7.1619590820e-01               1.1972927372e+00               1.5991390113e-02
3.1484252661e-01               4.2457723300e-01               7.2072633085e-01               1.8693428754e-02
7.2819633940e-02               4.1047779735e-02               6.1832715053e-02               5.2034698622e-02
5.7552092176e-01               4.7100500167e-01               1.0299186214e+00               1.6607302061e-02
1.6923707779e-01               1.6231733356e-01               2.1224797259e-01               1.1930643876e-01
2.2460107812e-01               1.4408234564e-01               3.0406871718e-01               6.4614706582e-02
5.9042742257e-01               6.9979973147e-01               1.2743740983e+00               1.5853055692e-02
1.3218312207e-01               2.8709773822e-01               3.7043419308e-01               4.8846667202e-02
2.6828335619e-01               6.3942110345e-02               2.8645073658e-01               4.5774729957e-02
9.7481584180e-02               1.2113652969e-01               2.6465008485e-02               1.9215310538e-01
4.0286240219e-01               5.3157799023e-01               9.2390076768e-01               1.0539624742e-02
9.1444071594e-01               7.0363346076e-01               1.6018784909e+00               1.6195685830e-02
2.1919026332e-01               2.8988747939e-01               4.9620779175e-01               1.2869950965e-02
1.9633202680e-02               6.7274313360e-02               4.7651790531e-02               3.9255725509e-02
7.1369078819e-01               6.9901689087e-01               1.3891180459e+00               2.3589633149e-02
2.4644825474e-01               2.2416917600e-01               4.5842397757e-01               1.2193453172e-02
7.5612917318e-02               3.2411298840e-01               3.8738785903e-01               1.2338046687e-02
1.2918965710e-01               1.2929874669e-01               2.5722303464e-02               2.3276610033e-01
5.5767736317e-01               4.6880467477e-01               1.0067733066e+00               1.9708731292e-02
3.3680310297e-01               4.6800771649e-01               7.9286422300e-01               1.1946596457e-02
5.3938721276e-02               4.6855039759e-02               5.5904122454e-02               4.4889638581e-02
2.8109386888e-01               3.8934982411e-01               6.4845986303e-01               2.1983829954e-02
4.4650413154e-02               2.0955586001e-01               2.0129701767e-01               5.2909255490e-02
7.2302455158e-01               6.0501248234e-01               1.3109191997e+00               1.7117834269e-02
7.0827371995e-01               6.7794175838e-01               1.3650593593e+00               2.1156118989e-02
5.3286894209e-02               9.7108922475e-02               5.8290431492e-02               9.2105385192e-02
3.2029494092e-01               2.1095685605e-01               5.1849406243e-01               1.2757734531e-02
1.1009480425e-01               1.1849315764e-01               1.9788828515e-01               3.0699676735e-02
1.2872057968e-01               7.4567275620e-02               1.7108511763e-01               3.2202737676e-02
9.0609540017e-02               1.4883170012e-01               1.1439166217e-01               1.2504957796e-01
5.6742583806e-01               2.8833617993e-01               8.4452979530e-01               1.1232222687e-02
4.9616090515e-01               5.1844144851e-01               9.8166727601e-01               3.2935077641e-02
7.5807678998e-01               7.3456092462e-01               1.4749532558e+00               1.7684458826e-02
2.7659172603e-01               2.3345336375e-01               4.6930720038e-01               4.0737889405e-02
1.3734663555e-01               1.0281828954e-01               2.2577056522e-01               1.4394359877e-02
6.9866211558e-01               6.0312138414e-01               1.2778026784e+00               2.3980821308e-02
7.1113967430e-01               7.0147583759e-01               1.3923257579e+00               2.0289753946e-02
5.9865554905e-02               1.6845772212e-01               1.3022472244e-01               9.8098554584e-02
1.4209119121e-01               9.6088463563e-02               2.1676354326e-01               2.1416111505e-02
1.5760454227e-01               1.9891950077e-01               3.4710207549e-01               9.4219675475e-03
4.2411082906e-01               4.3132711884e-01               8.1876159545e-01               3.6676352447e-02
8.3435391841e-01               9.3682899741e-01               1.7531728775e+00               1.8010038370e-02
1.8183109799e-01               4.0889429198e-01               5.7998433406e-01               1.0741055905e-02
2.7617558432e-01               1.2981415704e-01               3.6196623161e-01               4.4023509746e-02
3.1790710209e-01               1.5502524314e-01               4.5551224507e-01               1.7420100158e-02
1.6424785168e-01               1.8695304989e-01               2.4144748653e-01               1.0975341504e-01
2.1695035630e-01               5.9675251242e-02               1.8309359624e-01               9.3532011305e-02
1.6263602850e-01               9.9806113983e-02               2.4911628096e-01               1.3325861520e-02
1.2727305150e-01               7.0708244587e-02               5.6753463817e-02               1.4122783227e-01
5.4098489387e-01               2.9859981689e-01               8.2286275884e-01               1.6721951922e-02
3.7475577002e-01               3.6885760867e-01               6.9974000454e-01               4.3873374154e-02
1.3793353596e-02               1.8931732259e-01               1.8047449698e-01               2.2636179213e-02
2.9875294072e-01               2.5598457597e-01               5.0386505228e-01               5.0872464418e-02
3.3898487129e-01               1.2606024600e-01               4.3685829515e-01               2.8186822132e-02
5.7513128872e-02               1.4483910799e-01               1.9899432077e-01               3.3579160849e-03
2.3766659915e-01               2.9793442897e-01               5.0329460715e-01               3.2306420972e-02
8.4846494127e-02               9.8875228430e-02               7.3696882375e-02               1.1002484018e-01
3.8361446155e-01               5.4472496287e-01               9.0564487442e-01               2.2694549998e-02
2.2477285024e-01               1.9968798053e-01               3.9911142757e-01               2.5349403206e-02
2.3830068672e-01               7.5359266284e-03               2.4228042950e-01               3.5561838484e-03
1.3582797874e-01               3.0348739361e-01               4.1925939582e-01               2.0055976538e-02
1.1182775005e-01               7.6713764651e-02               3.5342536571e-02               1.5319897813e-01
5.7916361251e-01               4.8100078212e-01               1.0318716973e+00               2.8292697305e-02
7.4996898796e-01               6.3335436247e-01               1.3694058614e+00               1.3917489057e-02
5.2105826871e-01               3.7655436164e-01               8.6667828352e-01               3.0934346830e-02
1.1449315103e-01               2.2486762460e-01               2.4475983338e-01               9.4600942247e-02
5.6889373807e-01               4.6900400452e-01               1.0113108277e+00               2.6586914853e-02
5.2947278239e-01               6.1949194485e-01               1.1271735744e+00               2.1791152848e-02
2.1596587137e-01               3.5858647528e-01               5.3707650627e-01               3.7475840386e-02
5.6656464583e-01               5.8912271097e-01               1.1322582118e+00               2.3429144995e-02
1.0735179178e-01               1.1476763173e-01               1.0508811752e-02               2.1161061176e-01
2.4177560736e-01               1.2966754390e-01               2.9259342665e-01               7.8849724609e-02
1.3560149841e-01               1.8033007651e-01               2.0032668290e-01               1.1560489201e-01
5.0468327119e-01               4.7206560156e-01               9.5393375666e-01               2.2815116100e-02
4.6445710862e-01               3.7257653421e-01               8.0119094870e-01               3.5842694119e-02
1.1482530920e-01               2.3218203358e-01               3.4050912151e-01               6.4982212694e-03
2.5632983310e-01               4.8399147290e-02               3.0082947963e-01               3.8995007590e-03
6.8632054320e-02               1.8854768477e-01               2.4489713871e-01               1.2282600380e-02
8.5111600996e-01               7.2149863053e-01               1.5529973863e+00               1.9617254182e-02
1.1035544666e-01               1.3258166479e-01               6.6497901144e-02               1.7643921030e-01
1.8168953500e-01               3.5093259061e-01               4.9396377507e-01               3.8658350538e-02
4.2156205944e-01               4.4791576232e-01               8.4056242695e-01               2.8915394804e-02
4.9442041818e-01               5.5795733729e-01               1.0365969349e+00               1.5780820533e-02
5.3127920422e-01               4.7707296573e-01               9.9619928195e-01               1.2152887992e-02
1.3560331707e-01               1.6849707347e-01               1.6770971674e-01               1.3639067380e-01
2.1275615661e-01               4.3324267049e-01               6.2374236321e-01               2.2256463885e-02
1.1830031473e-01               1.3535438274e-01               2.8521869352e-02               2.2513282812e-01
6.2555555277e-01               3.6581362622e-01               9.7597641708e-01               1.5392761911e-02
1.4040842493e-01               3.5249585283e-01               4.6237755283e-01               3.0526724931e-02
1.3159685328e-01               1.5796619969e-01               2.3066440975e-01               5.8898643217e-02
5.6521918521e-01               4.2133911796e-01               9.6383682269e-01               2.2721480484e-02
6.1327488349e-01               5.1514821959e-01               1.1046038225e+00               2.3819280577e-02
