K1 Pt                          K2 Pt                           Phi Pt                         Delta Pt
3.2596218983e-01               1.5024556655e-01               4.3539624628e-01               4.0811510095e-02
3.9106109834e-01               4.7424941315e-01               8.5600792685e-01               9.3025846405e-03
1.5103011160e-01               1.1011368510e-01               6.0543035056e-02               2.0060076164e-01
1.0260876708e-01               1.1713222722e-01               1.9051096118e-02               2.0068989819e-01
1.3599187593e-01               1.1681198674e-01               7.2044346312e-02               1.8075951635e-01
9.7546525642e-02               1.9842790925e-01               1.8504025487e-01               1.1093418002e-01
4.7633119088e-01               2.6038447804e-01               7.2625997606e-01               1.0455692862e-02
4.3674994670e-01               3.8026974292e-01               7.7742606995e-01               3.9593619672e-02
8.2481800371e-01               8.0998570327e-01               1.6181640756e+00               1.6639631331e-02
8.3718246575e-01               7.2404530446e-01               1.5441426119e+00               1.7085158322e-02
1.0934633754e-01               2.8901123383e-01               3.5886592664e-01               3.9491644724e-02
3.0703252539e-01               1.6034558651e-01               4.1362924649e-01               5.3748865416e-02
5.8814410802e-01               6.0172425133e-01               1.1624774580e+00               2.7390901362e-02
1.2909828594e-01               4.1692866316e-02               1.2283882285e-01               4.7952329401e-02
1.0654808112e-01               1.4547961150e-01               3.9468419720e-02               2.1255927290e-01
1.4237730512e-01               8.4652317825e-02               1.4866195402e-01               7.8367668922e-02
3.7856057791e-01               4.8618036958e-01               8.2981891711e-01               3.4922030387e-02
8.5164133507e-02               1.1197134929e-01               1.6025932638e-01               3.6876156415e-02
6.4399579993e-02               2.0417740591e-01               2.4850250157e-01               2.0074484339e-02
1.7123840006e-02               1.2696820488e-01               1.0984826930e-01               3.4243775584e-02
3.0221346441e-02               2.3895741391e-01               2.6446864826e-01               4.7101120825e-03
9.8089818968e-02               1.9880329594e-01               2.4746794067e-01               4.9425174240e-02
4.2865900481e-02               8.6793972279e-02               1.1378576200e-01               1.5874110760e-02
4.8585589201e-01               4.4653724674e-01               8.9957454003e-01               3.2818598722e-02
2.2221638893e-01               2.6257890832e-01               4.7927986392e-01               5.5154333332e-03
3.0587870779e-01               2.4301619166e-01               5.2991674018e-01               1.8978159266e-02
1.3398624202e-01               1.9688621320e-01               3.0692973646e-01               2.3942718766e-02
2.8094504018e-01               1.7242147482e-01               3.9223172595e-01               6.1134789060e-02
1.1540702245e-01               5.0670583481e-02               1.6206382116e-01               4.0137847728e-03
5.3522999120e-01               3.3690487893e-01               8.4847087831e-01               2.3663991821e-02
3.7589872932e-01               3.6510030064e-01               7.1492453611e-01               2.6074493852e-02
3.5489811248e-01               4.2275479722e-01               7.4011122964e-01               3.7541680063e-02
1.0473347355e-01               3.3049314852e-01               4.0974670933e-01               2.5479912736e-02
1.3350674309e-01               1.2581995876e-01               3.3940449361e-02               2.2538625249e-01
2.6070766748e-01               1.6462615636e-01               3.9200033554e-01               3.3333488297e-02
6.9263744826e-01               5.4672503916e-01               1.2198254543e+00               1.9537033073e-02
7.3402199138e-02               2.2489430176e-01               2.8992021639e-01               8.3762845058e-03
1.0349810969e-01               2.0921827579e-01               2.1407836685e-01               9.8638018633e-02
7.1308585792e-01               6.8122248747e-01               1.3792419318e+00               1.5066413634e-02
2.0149223365e-01               2.6231005035e-01               3.9914680418e-01               6.4655479818e-02
3.5894510340e-01               5.4207403116e-01               8.8775119608e-01               1.3267938480e-02
4.3967599415e-01               6.9324457259e-01               1.1184763448e+00               1.4444221989e-02
1.4759624038e-01               2.3617855204e-01               2.9886093423e-01               8.4913858191e-02
4.2649449123e-02               1.4464841620e-01               1.6603835757e-01               2.1259507750e-02
9.1469164087e-01               6.8894439486e-01               1.5876236630e+00               1.6012372738e-02
4.1173607577e-01               1.5455337072e-01               5.5749934885e-01               8.7900976364e-03
2.4102317527e-01               1.9201198104e-01               3.5218204964e-01               8.0853106665e-02
2.7838858968e-01               1.6532325366e-01               4.0352722907e-01               4.0184614268e-02
3.9389315018e-02               1.7175514430e-01               1.5131375742e-01               5.9830701898e-02
5.0535091606e-01               3.4366319572e-01               8.3779372014e-01               1.1220391646e-02
1.0327206657e-01               9.0009516018e-02               1.8394173218e-01               9.3398504145e-03
2.1247182391e-01               1.1584146195e-01               3.1818636497e-01               1.0126920885e-02
7.4021882603e-01               5.4512251918e-01               1.2655457281e+00               1.9795617129e-02
7.3796412314e-01               8.2177376003e-01               1.5416670937e+00               1.8070789451e-02
8.6862183029e-02               8.3468417637e-02               1.6329077270e-01               7.0398279700e-03
2.5279967505e-01               3.0404805615e-01               4.9686613775e-01               5.9981593453e-02
6.7817688935e-02               1.2273533062e-01               6.7929737831e-02               1.2262328173e-01
8.6633304368e-02               7.4792647725e-02               1.4239421680e-01               1.9031735291e-02
3.3977023927e-01               1.9101808855e-01               4.8696579249e-01               4.3822535329e-02
1.2212716954e-01               2.2958381351e-01               2.7420464615e-01               7.7506336901e-02
4.3084782531e-01               4.1441878797e-01               8.3069008437e-01               1.4576528908e-02
4.7169173390e-01               3.1559579714e-01               7.6997010295e-01               1.7317428084e-02
7.5060471974e-01               5.0176933795e-01               1.2377871734e+00               1.4586884328e-02
4.5928038452e-01               7.0089277328e-01               1.1424971375e+00               1.7676020258e-02
2.5882465573e-01               4.2918403786e-01               6.5360101429e-01               3.4407679299e-02
5.9309462225e-01               4.7851206789e-01               1.0489957023e+00               2.2610987801e-02
1.1442591509e-01               1.1256525251e-01               6.8777068250e-02               1.5821409936e-01
3.3126927651e-01               2.8685314696e-01               5.9483184755e-01               2.3290575921e-02
8.8844463867e-01               7.3144154254e-01               1.6027588748e+00               1.7127306442e-02
5.5094363356e-02               1.9925993765e-01               1.6691441397e-01               8.7439887032e-02
6.9512486514e-01               6.4479061326e-01               1.3236348853e+00               1.6280593071e-02
3.0452736946e-01               4.3955095115e-01               7.1757669185e-01               2.6501628765e-02
3.7665691853e-01               5.2441389774e-01               8.9004344381e-01               1.1027372465e-02
5.5049348757e-01               4.7876920157e-01               1.0011899538e+00               2.8072735304e-02
1.1366983146e-01               1.2030256562e-01               7.1007405338e-03               2.2687165655e-01
2.4972968928e-01               3.7172557254e-01               5.7508854986e-01               4.6366711960e-02
2.8762276416e-01               6.1788870133e-02               3.3335791175e-01               1.6053722539e-02
4.0156784657e-02               2.8288212295e-01               3.1520695202e-01               7.8319555950e-03
1.9115843122e-01               3.9775690621e-01               5.7978229969e-01               9.1330377409e-03
4.6436003462e-01               5.8354110179e-01               1.0256960831e+00               2.2205053300e-02
4.6778461207e-01               4.4264526542e-01               8.7619759178e-01               3.4232285719e-02
4.4052942655e-01               3.2177414175e-01               7.5143887638e-01               1.0864691919e-02
1.3929631345e-01               1.5530705045e-01               2.6906518028e-01               2.5538183622e-02
1.4317116486e-01               1.1317365699e-01               4.8796810365e-02               2.0754801149e-01
1.1954981254e-01               1.0639660898e-01               7.3036201929e-02               1.5291021959e-01
1.2166726109e-01               1.4884135422e-01               9.9633968515e-02               1.7087464680e-01
4.3824056384e-01               4.4661521046e-01               8.6848900877e-01               1.6366765541e-02
2.3334684458e-01               1.8467463525e-01               3.4150371005e-01               7.6517769773e-02
5.3457109087e-01               3.8841507477e-01               8.9316324619e-01               2.9822919443e-02
7.6032583951e-02               2.0535127879e-01               2.2278658315e-01               5.8597279587e-02
1.3557477420e-01               1.0455814272e-01               7.2589719214e-02               1.6754319771e-01
1.7373785335e-01               1.4252836002e-01               3.0176833148e-01               1.4497881887e-02
2.3156861574e-01               1.0912762578e-01               2.5394590163e-01               8.6750339894e-02
2.1285949341e-01               4.6589941970e-01               6.7167046011e-01               7.0884530032e-03
7.7653415844e-01               5.5159429399e-01               1.3104690694e+00               1.7659383062e-02
2.8369429960e-01               3.2100718794e-01               5.9627173524e-01               8.4297522945e-03
6.4118755687e-01               4.1226675591e-01               1.0392979703e+00               1.4156342445e-02
2.0620968916e-01               8.5725335039e-02               2.8507978424e-01               6.8552399603e-03
9.0090115275e-02               1.8993767277e-01               1.5094126903e-01               1.2908651902e-01
8.7378386203e-02               1.1738058167e-01               3.0844282087e-02               1.7391468578e-01
1.8060354221e-02               2.0764650361e-02               9.4951767141e-03               2.9329827868e-02
2.1032808414e-01               1.0373740071e-01               3.1038400854e-01               3.6814763145e-03
7.5165056784e-01               7.0373744085e-01               1.4328202813e+00               2.2567727384e-02
8.2265223455e-02               1.3587327621e-01               1.2994400853e-01               8.8194491136e-02
3.7538233629e-01               2.8131033218e-01               6.4642880219e-01               1.0263866278e-02
8.1625458739e-01               6.1318561243e-01               1.4125041470e+00               1.6936052848e-02
6.5994120491e-02               6.2206308419e-02               5.7190115140e-03               1.2248141740e-01
1.0335958790e-01               1.8989243427e-01               2.7381545794e-01               1.9436564227e-02
5.8327666095e-01               3.2516771592e-01               8.9353279105e-01               1.4911585815e-02
5.7329934447e-01               3.3445607770e-01               8.8919455605e-01               1.8560866130e-02
1.0787150820e-01               2.0344188325e-01               2.3291548515e-01               7.8397906301e-02
3.9640857807e-01               3.6134984805e-01               7.1422652903e-01               4.3531897087e-02
2.1136975247e-01               8.7535818753e-02               2.3808071849e-01               6.0824852734e-02
3.7726418676e-01               6.5586868032e-01               1.0199275335e+00               1.3205333620e-02
3.7029127120e-01               1.7632172792e-01               5.2878471374e-01               1.7828285379e-02
1.1632647890e-01               3.2046063597e-01               4.2194401743e-01               1.4843097438e-02
4.0664265660e-01               3.6705023784e-01               7.3763294036e-01               3.6059954076e-02
3.7867360121e-01               3.0822321399e-01               6.5252102912e-01               3.4375786079e-02
3.9328485619e-01               4.8751268849e-01               8.4542049598e-01               3.5377048708e-02
5.0423228017e-02               1.4400509793e-01               1.6469571751e-01               2.9732608439e-02
1.4390321343e-01               1.1324165633e-01               3.0736228374e-02               2.2640864139e-01
3.9627964711e-01               3.5577107901e-01               7.4363949886e-01               8.4112272647e-03
2.2076364072e-01               6.9910698667e-02               2.5841880288e-01               3.2255536505e-02
6.6952335175e-02               2.3001633836e-01               2.2257647747e-01               7.4392196070e-02
2.5929574024e-01               4.5752193684e-01               6.9224638421e-01               2.4571292871e-02
8.0780360933e-01               5.7329948481e-01               1.3649786672e+00               1.6124426988e-02
6.4414133478e-01               5.9883582907e-01               1.2291638107e+00               1.3813353154e-02
4.8383929493e-01               5.7704714189e-01               1.0459914004e+00               1.4895036416e-02
4.4361691560e-01               5.5034346471e-01               9.6528163076e-01               2.8678749540e-02
7.7846955248e-01               8.9069689751e-01               1.6525687122e+00               1.6597737823e-02
1.0612026772e-01               1.6763607279e-01               1.1407670719e-01               1.5967963332e-01
2.4836704505e-01               5.1291560633e-01               7.4718346470e-01               1.4099186681e-02
1.4044901307e-01               1.1510675067e-01               6.5542365386e-02               1.9001339836e-01
2.5813224722e-01               6.1897039954e-02               2.8038462276e-01               3.9644664415e-02
2.5472165265e-01               1.4416072235e-01               3.9232265929e-01               6.5597157080e-03
1.9957228648e-01               1.2906973944e-01               3.0978545304e-01               1.8856572882e-02
1.8508805118e-01               1.7093922080e-01               2.8170642507e-01               7.4320846914e-02
3.3237188718e-01               3.8468439944e-01               6.7068629917e-01               4.6369987448e-02
4.1661552650e-01               5.4079724518e-01               9.2897643500e-01               2.8436336680e-02
5.2479222561e-01               6.5001661204e-01               1.1510189443e+00               2.3789893356e-02
5.9268370932e-01               3.0907718629e-01               8.9160608182e-01               1.0154813791e-02
8.2385913629e-02               7.1940976153e-02               1.4969858181e-01               4.6283079731e-03
3.3726484446e-01               3.6878847118e-01               6.8987122102e-01               1.6182094610e-02
3.8839527317e-01               5.8453267059e-01               9.4975308005e-01               2.3174863705e-02
1.2756513865e-01               2.2461786822e-01               3.1196252349e-01               4.0220483376e-02
1.6654451301e-01               1.2225353924e-01               2.7747715292e-01               1.1320899324e-02
9.5080767698e-02               2.2200844501e-01               3.0088394446e-01               1.6205268249e-02
4.8533126584e-01               3.9591300033e-01               8.4681505380e-01               3.4429212367e-02
4.0043545142e-01               3.1069303549e-01               6.6874559473e-01               4.2382892179e-02
2.5855109811e-01               4.1640200797e-01               6.5394267299e-01               2.1010433088e-02
4.7575739827e-01               2.6985343304e-01               7.2385383567e-01               2.1756995643e-02
6.8094352108e-01               4.3965776095e-01               1.1036418070e+00               1.6959475061e-02
6.2153033153e-02               1.9545052955e-01               1.4722197984e-01               1.1038158287e-01
1.2590738701e-01               1.5208705033e-01               1.1203666070e-01               1.6595777665e-01
1.4919829607e-01               9.3683198963e-02               6.4636897048e-02               1.7824459798e-01
4.6519399257e-01               2.8567590267e-01               7.2466941273e-01               2.6200482511e-02
6.5303782742e-01               5.7794181180e-01               1.2139724341e+00               1.7007205095e-02
9.1826648657e-02               1.7205618025e-01               2.0081848096e-01               6.3064347955e-02
2.7727114167e-01               3.5660235698e-01               5.8486257028e-01               4.9010928376e-02
1.2364653534e-01               1.4594853540e-01               9.0826049440e-02               1.7876902130e-01
3.8654903753e-01               1.8808956448e-01               5.4744961545e-01               2.7188986551e-02
1.5872550463e-01               6.9298055810e-02               9.1058761614e-02               1.3696479883e-01
4.0672948027e-01               3.1735934144e-01               6.8277810371e-01               4.1310717996e-02
1.3312858474e-01               4.1085424492e-01               5.3841590377e-01               5.5669258941e-03
5.0484010057e-01               4.2713764099e-01               9.0607435141e-01               2.5903390153e-02
1.5568455471e-01               2.6827307803e-01               3.6853853558e-01               5.5419097152e-02
8.9109581409e-01               8.7997052213e-01               1.7524858107e+00               1.8580525543e-02
3.7735201747e-01               3.6438502868e-01               7.3180251194e-01               9.9345342119e-03
3.9242578986e-01               6.6648671679e-01               1.0449478035e+00               1.3964703177e-02
3.3413178345e-01               2.3268937525e-01               5.4130161384e-01               2.5519544864e-02
2.9778247363e-01               7.4012226252e-02               3.5774563465e-01               1.4049065235e-02
4.2419880415e-01               2.4188773855e-01               6.5186986419e-01               1.4216678505e-02
3.4744924119e-01               4.4473139217e-01               7.8062481335e-01               1.1555820003e-02
5.2250305021e-01               4.3661635331e-01               9.3619336516e-01               2.2926038363e-02
4.3543684585e-01               3.5662605014e-01               7.7622681918e-01               1.5836076802e-02
3.9133124654e-01               3.0086496238e-01               6.7560904924e-01               1.6587159676e-02
2.3700044274e-01               2.7234860866e-02               2.5282205416e-01               1.1413249448e-02
3.2413533173e-01               4.2320243555e-01               7.3851717568e-01               8.8205916073e-03
1.0918228366e-01               2.0812313308e-01               3.0537392490e-01               1.1931491839e-02
7.5040348269e-02               4.6925948370e-02               4.7799252896e-02               7.4167043743e-02
7.2986392451e-02               1.5995403640e-01               8.7656324003e-02               1.4528410485e-01
1.4382330696e-01               3.9467693720e-01               5.2729379491e-01               1.1206449238e-02
7.3037538220e-02               7.3643720636e-02               7.4730584176e-04               1.4593395301e-01
2.6090131061e-01               1.1068452113e-01               3.5730558654e-01               1.4280245206e-02
6.7124727151e-01               7.2439688495e-01               1.3756215646e+00               2.0022591804e-02
3.6344344472e-01               5.6822387191e-01               9.0848191296e-01               2.3185403666e-02
4.6621207131e-01               4.4361595116e-01               8.8831579207e-01               2.1512230403e-02
5.1577008956e-01               2.7331142835e-01               7.7145439772e-01               1.7627120180e-02
3.1489065382e-01               7.9211508537e-02               3.8561534919e-01               8.4868131687e-03
1.0440127397e-02               9.6508736480e-02               9.1265573635e-02               1.5683290242e-02
1.9349236005e-01               7.2865833948e-02               1.6051825843e-01               1.0583993557e-01
2.3046254951e-01               2.1749376963e-01               3.6709796576e-01               8.0858353375e-02
8.5293338597e-02               1.1393863646e-01               2.8645769856e-02               1.7058620520e-01
1.8397323120e-01               2.6122298569e-01               3.8131222108e-01               6.3883995816e-02
4.3673858455e-01               4.8966618283e-01               9.1201750772e-01               1.4387259669e-02
5.1790631242e-01               4.4235796453e-01               9.2733009993e-01               3.2934177026e-02
4.1809222366e-01               3.8055448952e-01               7.6070079279e-01               3.7945920390e-02
5.2078110042e-02               2.5296685724e-02               5.7805991524e-02               1.9568804242e-02
1.6518512446e-01               1.3580790424e-01               1.6636124308e-01               1.3463178561e-01
1.0866966267e-01               1.3644339837e-01               3.3550084234e-02               2.1156297681e-01
1.4735303882e-01               3.4301696986e-01               4.6652823351e-01               2.3841775168e-02
1.8237802574e-01               7.6496071804e-02               1.0680236985e-01               1.5207172769e-01
3.2844644645e-01               2.7976404691e-01               5.6380510374e-01               4.4405389615e-02
4.8025299965e-01               5.0879679260e-01               9.6520751027e-01               2.3842281984e-02
1.2053989850e-01               1.1057223777e-01               1.5346418398e-01               7.7647952282e-02
1.1323875926e-01               5.3512766825e-02               5.9856613429e-02               1.0689491266e-01
4.7560672007e-02               4.3594097769e-02               1.1466355740e-02               7.9688414036e-02
5.0342007255e-01               7.8532047148e-01               1.2759518885e+00               1.2788655498e-02
3.6773098740e-01               3.4855251161e-01               6.9063932050e-01               2.5644178513e-02
6.4070289306e-01               7.0477023364e-01               1.3263042933e+00               1.9168833439e-02
3.9911643295e-02               1.1420947769e-01               1.3833131686e-01               1.5789804124e-02
8.4098202219e-01               7.0918714946e-01               1.5326889054e+00               1.7480266227e-02
8.0583335261e-01               5.6266479104e-01               1.3529365748e+00               1.5561568794e-02
1.5377304301e-01               8.4758452013e-02               7.5399077008e-02               1.6313241801e-01
4.0084309159e-01               2.0165747999e-01               5.8656213938e-01               1.5938432197e-02
2.4661425152e-01               2.3156682447e-01               4.1220823630e-01               6.5972839694e-02
9.1724670739e-02               3.4588303164e-01               4.2435369241e-01               1.3254009972e-02
2.5365547708e-01               3.7167373905e-01               6.0316282836e-01               2.2166387771e-02
6.5786426431e-01               4.1195029777e-01               1.0578497839e+00               1.1964778148e-02
7.4244134824e-02               1.0016005304e-01               1.6287045513e-01               1.1533732736e-02
7.3316101989e-01               7.8171644297e-01               1.4936286870e+00               2.1248775834e-02
6.0833267010e-02               1.3420690626e-01               1.6464442675e-01               3.0395746523e-02
2.1162191050e-01               2.0251466541e-01               3.9067379789e-01               2.3462778019e-02
1.3489521646e-01               1.3810920184e-01               1.2061688375e-01               1.5238753455e-01
5.0457352853e-01               4.6541298294e-01               9.3991759786e-01               3.0068913611e-02
6.4565949723e-02               1.6078049447e-01               2.2236463101e-01               2.9818131755e-03
1.4526644202e-01               2.3187300277e-01               3.4500781917e-01               3.2131625616e-02
8.7783094002e-01               6.3860214916e-01               1.5003382142e+00               1.6094875022e-02
1.0201101740e-01               3.5928259190e-01               4.5108715501e-01               1.0206454287e-02
3.1310678296e-01               2.5677820463e-01               5.5717238564e-01               1.2712601949e-02
8.0833393296e-02               8.9167632626e-02               1.2541216741e-02               1.5745980918e-01
5.8400374755e-01               5.7001343441e-01               1.1277074213e+00               2.6309760694e-02
7.0612513685e-01               4.4953605730e-01               1.1409561397e+00               1.4705054452e-02
6.6068835500e-01               4.5384251968e-01               1.0948199461e+00               1.9710928624e-02
4.0526421711e-01               7.0280928791e-01               1.0962772854e+00               1.1796219658e-02
2.3854612799e-01               3.2385004514e-01               5.4517761730e-01               1.7218555828e-02
3.6775646404e-01               1.8953330238e-01               5.3204025365e-01               2.5249512759e-02
4.0213967358e-01               2.6671817050e-01               6.4713241417e-01               2.1725429903e-02
7.1687956853e-01               5.5592590622e-01               1.2532183460e+00               1.9587128719e-02
7.8169076871e-01               7.0926246177e-01               1.4691417045e+00               2.1811525976e-02
4.8258986087e-01               3.0400176941e-01               7.7876786048e-01               7.8237697998e-03
6.2546291166e-01               4.6529136770e-01               1.0665093325e+00               2.4244946825e-02
4.0985771267e-01               2.9433705052e-01               6.6553017589e-01               3.8664587308e-02
1.1976700531e-01               3.3884726695e-02               8.5885212359e-02               6.7766519651e-02
5.0546954513e-01               3.9858924417e-01               8.7049829278e-01               3.3560496528e-02
7.5467783127e-01               5.4164525589e-01               1.2800764103e+00               1.6246676824e-02
2.5731965729e-02               2.1954613696e-02               3.0860554835e-02               1.6826024590e-02
1.8150485803e-01               9.6908905697e-02               1.5197540232e-01               1.2643836141e-01
2.3494025237e-01               1.8690216219e-01               3.8659941513e-01               3.5242999437e-02
3.5265063085e-01               1.2578078861e-01               4.5920330472e-01               1.9228114739e-02
2.2977710791e-01               3.5031212640e-01               5.6062607043e-01               1.9463163876e-02
2.3597107791e-01               2.1270796708e-01               4.3419350654e-01               1.4485538446e-02
1.7129449361e-01               2.9312466114e-01               4.0252519338e-01               6.1893961371e-02
5.3228254678e-01               4.7778286340e-01               9.9431372409e-01               1.5751686093e-02
3.6415870625e-01               1.7276055371e-01               5.2121874381e-01               1.5700516149e-02
3.2829352598e-01               3.3846736541e-01               6.4590709990e-01               2.0853791495e-02
5.2999427898e-01               3.5795653909e-01               8.7253084809e-01               1.5419969973e-02
7.4796019456e-02               4.8187739571e-02               6.7153913996e-02               5.5829845031e-02
2.1197315457e-01               5.3091525962e-02               1.6640448094e-01               9.8660199592e-02
3.2341562716e-01               5.8785921535e-01               9.0125490261e-01               1.0019939901e-02
1.3901136701e-01               9.4492659008e-02               1.9720909626e-01               3.6294929758e-02
4.6698488100e-01               3.5944636681e-01               8.0871605948e-01               1.7715188325e-02
1.1016991093e-01               2.7120971018e-01               3.7568988752e-01               5.6897335872e-03
2.0507734680e-01               2.9427951532e-01               4.7466527548e-01               2.4691586633e-02
6.7365027091e-01               5.0565170522e-01               1.1580121305e+00               2.1289845655e-02
6.0422084035e-01               7.9148731165e-01               1.3791546697e+00               1.6553482310e-02
1.2713411790e-01               1.3091968924e-01               7.4462556169e-02               1.8359125097e-01
2.5805399545e-01               1.2814045959e-01               3.1319455357e-01               7.2999901473e-02
4.1057540800e-01               6.0571747410e-01               9.9738908561e-01               1.8903796493e-02
3.1805112553e-01               1.0920099264e-01               3.9173307812e-01               3.5519040047e-02
1.9872484419e-01               4.2818690668e-01               6.2017125047e-01               6.7405003990e-03
3.1716247413e-01               4.0226839643e-01               6.8307058442e-01               3.6360286143e-02
1.6537345717e-01               3.1221870852e-01               4.6791405871e-01               9.6781069900e-03
1.1629755960e-01               1.4175613388e-01               6.2515192672e-02               1.9553850081e-01
4.8923320753e-02               8.5411615305e-02               1.3272935467e-01               1.6055813856e-03
3.1735856108e-01               1.2952130253e-01               4.1112831566e-01               3.5751547953e-02
1.6019662844e-01               9.0253973289e-02               8.4775859831e-02               1.6567474190e-01
2.7388622259e-01               1.1627388361e-01               3.6353059261e-01               2.6629513581e-02
2.1825610590e-01               3.4819114448e-01               5.3083514427e-01               3.5612106109e-02
8.3889755426e-01               6.9935299393e-01               1.5200932273e+00               1.8157320925e-02
9.9486762612e-02               3.5663713556e-01               4.4381203648e-01               1.2311861687e-02
3.5013760701e-01               1.3499697859e-01               4.5471529532e-01               3.0419290274e-02
7.0090841635e-01               4.1632565586e-01               1.1037448670e+00               1.3489205246e-02
1.2525239448e-01               1.3874346903e-01               2.6048947966e-01               3.5063838427e-03
5.3751222732e-01               4.5249579775e-01               9.7384205950e-01               1.6165965567e-02
2.2576225962e-01               2.5141139845e-01               4.3715654112e-01               4.0017116953e-02
3.3063462028e-01               3.7930283085e-01               6.7973022085e-01               3.0207230276e-02
6.4456497994e-01               4.5293118642e-01               1.0795335471e+00               1.7962619298e-02
5.8643688122e-01               6.2626065556e-01               1.1897371312e+00               2.2960405630e-02
4.5438312026e-01               6.4162802074e-01               1.0835145637e+00               1.2496577265e-02
6.4168783128e-01               6.8890127625e-01               1.3094256263e+00               2.1163481217e-02
3.8227632738e-01               5.2366363305e-01               8.7690240161e-01               2.9037558819e-02
5.2950355955e-01               4.3761076271e-01               9.3462327994e-01               3.2491042319e-02
2.3692346599e-01               1.0316233766e-01               2.6183056875e-01               7.8255234899e-02
2.9525236329e-01               4.0052017308e-01               6.8796207849e-01               7.8104578772e-03
6.3820320644e-01               4.5556245423e-01               1.0750468257e+00               1.8718834953e-02
2.6733160950e-01               2.1729103715e-01               4.3178323417e-01               5.2839412480e-02
4.8794649235e-01               5.2672160817e-01               9.8244072297e-01               3.2227377549e-02
5.4068166815e-01               7.2568354327e-01               1.2535647364e+00               1.2800474979e-02
7.4948055738e-01               4.8901135508e-01               1.2225132489e+00               1.5978663582e-02
1.2691588976e-01               2.6438535392e-01               3.6742807193e-01               2.3873171738e-02
1.4287098477e-01               8.0078189669e-02               1.5380609014e-01               6.9143084297e-02
5.5785378674e-01               3.4910215371e-01               8.9603832210e-01               1.0917618353e-02
4.7044874280e-01               4.2966328242e-01               8.8393196288e-01               1.6180062350e-02
5.7578959416e-01               7.6452353619e-01               1.3219915760e+00               1.8321554308e-02
2.5149395918e-01               3.7760645582e-01               6.1073504400e-01               1.8365370996e-02
4.7957442125e-01               5.2631287376e-01               9.7304202481e-01               3.2845270199e-02
9.5167156007e-02               9.4710665992e-02               8.9559792371e-04               1.8898222408e-01
1.0757354608e-01               9.7868450179e-02               1.5130778924e-01               5.4134207022e-02
2.4087834017e-01               5.8312135746e-02               2.9443312084e-01               4.7573550781e-03
4.9463221721e-01               2.8641831179e-01               7.5576344004e-01               2.5287088964e-02
3.4590548933e-01               3.7900122774e-01               6.7827316465e-01               4.6633552423e-02
1.4456697074e-01               1.6106142148e-01               3.0225169110e-01               3.3767011149e-03
6.3242965638e-01               5.1950806701e-01               1.1385655055e+00               1.3372217854e-02
1.3912615721e-01               3.0598612312e-01               4.4065555658e-01               4.4567237574e-03
2.8065758842e-01               7.0819572581e-02               3.1931033573e-01               3.2166825272e-02
1.0245478294e-01               2.8331002827e-01               3.5009912090e-01               3.5665690309e-02
3.7877899679e-01               2.4158380346e-01               5.7818464341e-01               4.2178156841e-02
2.9960065968e-01               1.2030621288e-01               3.7079502170e-01               4.9111850860e-02
4.6225175123e-01               1.9606411239e-01               6.4685185332e-01               1.1464010298e-02
1.7249826968e-01               1.0936929184e-01               1.3533874846e-01               1.4652881305e-01
5.4860660841e-01               6.5660513519e-01               1.1813756419e+00               2.3836101737e-02
5.9760839262e-01               8.4371961546e-01               1.4252019542e+00               1.6126053832e-02
5.1871588408e-01               4.5285163193e-01               9.4056258698e-01               3.1004929026e-02
3.8054630031e-01               2.3535750701e-01               5.7312092158e-01               4.2782885740e-02
7.0875983466e-01               8.4271440886e-01               1.5327432064e+00               1.8731037105e-02
3.2581691883e-01               3.9991515198e-01               6.9258341730e-01               3.3148653504e-02
8.4087538092e-02               2.3254189296e-01               2.7599180397e-01               4.0637627081e-02
1.7056013007e-01               1.5766054320e-01               2.8285352556e-01               4.5367147707e-02
1.0688999723e-01               5.8633258277e-02               5.1102744942e-02               1.1442051056e-01
8.6982346246e-02               8.6058435307e-02               7.4929369814e-02               9.8111411739e-02
4.6730770287e-01               3.1277537578e-01               7.6485934306e-01               1.5223735588e-02
3.5886845454e-01               2.8738768731e-01               5.9610202246e-01               5.0154119390e-02
2.5481066891e-01               4.9854559448e-01               7.3462874222e-01               1.8727521177e-02
3.8431747648e-01               2.6570431179e-01               6.2903292665e-01               2.0988861616e-02
3.7174321063e-01               6.1538798250e-01               9.7253369215e-01               1.4597500966e-02
1.2756382770e-01               2.0679284148e-01               3.2380314679e-01               1.0553522386e-02
6.4820842084e-02               1.1154988339e-01               1.7248641504e-01               3.8843104335e-03
5.9240017246e-01               5.5554228277e-01               1.1221831558e+00               2.5759299452e-02
3.0986623304e-01               1.1662769398e-01               4.2209430552e-01               4.3996214944e-03
6.4739758752e-01               4.6747365157e-01               1.1001741784e+00               1.4697060730e-02
2.4095334095e-01               3.1247913685e-01               4.9555236639e-01               5.7880111413e-02
1.5196182388e-01               7.1795486416e-02               1.2293379822e-01               1.0082351207e-01
8.8445809676e-02               3.0649246566e-01               3.6405006647e-01               3.0888208860e-02
9.5191330729e-02               1.0746086999e-01               1.8615509992e-01               1.6497100797e-02
3.9656993506e-01               4.1975190112e-01               7.9349212301e-01               2.2829713163e-02
2.2081254573e-01               2.7862514357e-01               4.3738199436e-01               6.2055694934e-02
3.1156158498e-01               2.2378130092e-01               4.9236430390e-01               4.2978581994e-02
5.9146037771e-01               4.4514036045e-01               1.0224591133e+00               1.4141624890e-02
